,Tên Sách,Ảnh bìa,Thể loại,Tác giả,Nội dung tóm tắt,Giá bìa,Công ty phát hành,Ngày xuất bản,Kích thước,Loại bìa,Số trang,Nhà xuất bản,Dịch Giả,Phiên bản,Lưu ý,Thương hiệu
387,Món Ăn Đường Phố,https://salt.tikicdn.com/cache/280x280/ts/product/9b/25/ac/eebc5a17d8cada2b7184ebfe3378afb2.jpg,Nấu ăn,Yanny Đặng,"Tôi thích những món ăn, đặc biệt là món ăn đường phố. Ở đó, tôi nhận thấy món ăn có thật nhiều hương vị, nhiều kiểu dáng và nhiều hình thức khác nhau. Mỗi khi rảnh rỗi, tôi thường lang thang trên phố ...",41600,Công Ty TNHH Văn Hóa Việt Thư,2020-10-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
388,117 Món Ăn Chay Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img032.u335.d20160604.t141031.jpg,Nấu ăn,Triệu Thị Chơi,"117 Món Ăn Chay Thông Dụng Thực chất, ăn chay là dùng những thực phẩm có nguồn gốc thực vật bổ dưỡng và không tác hại cho sức khỏe về lâu dài. Xu hướng ăn chay hiện nay được nhiều người ưa chuộng. Kh...",67860,DNTN Văn Hóa Phẩm Xuân Hương,2014-12-04 00:00:00,14.5 x 20.5 cm,Bìa mềm,183,Nhà Xuất Bản Tổng hợp TP.HCM,,,,
389,Việt Nam Miền Ngon (Tái Bản 2019),https://salt.tikicdn.com/cache/280x280/ts/product/56/61/53/69f0da4f7205b5e2e333203622bda966.jpg,Nấu ăn,Lê Rin ,"Việt Nam Miền Ngon (Tái Bản 2019)   ""Việt Nam miền ngon"" tác giả Le Rin là cuốn sách song ngữ Việt Anh về các món ăn Việt với minh họa màu sống động. Tác giả đã khéo léo lồng ghép cách chế biến (đơn ...",109650,Thái Hà,,,,,Nhà Xuất Bản Lao Động Xã Hội,,,,
390,Yummy Yummy Bánh Ngon Dễ Làm,https://salt.tikicdn.com/cache/280x280/ts/product/97/f4/4a/9d1c0828c489bfac611631f347435c9f.jpg,Nấu ăn,Usborne,"Yummy Yummy Bánh Ngon Dễ Làm là một sự tập hợp đầy ngẫu hứng của các tác giả với 30 món bánh tuyệt ngon như bánh muffin, bánh brownie, bánh truffle dừa, bánh kem, bánh crunch, bánh quy,... dưới những ...",63200,NXB Phụ Nữ Việt Nam,2018-03-19 10:16:43,<p>12 x 17.4 cm</p>,Bìa mềm,64,,Minh Vy,,,
391,"Mì Nhật - Ramen, Soba, Udon",https://salt.tikicdn.com/cache/280x280/ts/product/c9/f9/d4/6154be68f9c577bd2c6ab43a29f44c08.JPG,Nấu ăn,Laure Kié,"Cũng như cơm ở Việt Nam, mì có một vai trò vô cùng quan trọng trong nền văn hóa ẩm thực Nhật Bản. Có thể kể đến vô vàn loại mì khác nhau, các loại mì sợi truyền thống. Từ các loại mì sợi từ mì truyền ...",95200,I Love Cookbooks,2019-01-05 00:00:00,17 x 24 cm,Bìa mềm,144,,Hồng Nhung “Bake.It.Glamorous”,,,
392,Các Món Xúp Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img010.u335.d20160604.t093144_1.jpg,Nấu ăn,Triệu Thị Chơi,"Các Món Xúp Thông Dụng Với cách hướng dẫn cụ thể, chi tiết, dễ hiểu, cuốn sách này sẽ giúp bạn chế biến được nhiều món xúp ngon và lạ miệng: - Bí rợ hầm dừa - Canh cua đồng nấu cải bẹ xanh - Canh ...",27060,DNTN Văn Hóa Phẩm Xuân Hương,2014-03-04 00:00:00,10 x 18 cm,Bìa mềm,176,,,,,
393,Các Món Cuốn Ngon Miệng Dễ Thực Hiện,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img129_7.jpg,Nấu ăn,Mỹ Hạnh,"Các Món Cuốn Ngon Miệng Dễ Thực Hiện Người Việt Nam từ lâu đã rất nổi tiếng về sự khéo léo trong chế biến những món ăn vừa dân dã, vừa thơm ngon lạ miệng. Bên cạnh các món hấp, nướn...",34000,NXB Phụ Nữ Việt Nam,2014-12-25 00:00:00,14.5 x 20.5 cm ,Bìa mềm,141,,,,,
394,Các Món Gỏi,https://salt.tikicdn.com/cache/280x280/ts/product/e7/d8/d9/b4e493f699fcaa1dbfecceab7f395727.jpg,Nấu ăn,Triệu Thị Chơi,Các Món Gỏi...,31200,NXB Hồng Đức,,,,,,,,,
395,Sách - Món Ăn Gia Đình,https://salt.tikicdn.com/cache/280x280/ts/product/1c/cd/60/c2fd850dd3205ae7f73c905ee9659037.jpg,Nấu ăn,Yanny Đặng,       Tác giả: YANNY ĐẶNG   NXB: NXB Hồng Đức   Năm XB: 2019   Trọng lượng: 128(gr)   Kích Thước: 21 x 16 cm   Số trang: 64   Hình thức: Bìa Mềm   Giới thiệu sản phẩm:   Cuốn sách nhỏ này...,26950,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,64,Nhà Xuất Bản Hồng Đức,,,,
396,Thực Đơn Cơm Gia Đình 3 Món Miền Trung (Tái Bản),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img265_2_1_1.jpg,Nấu ăn,Đỗ Kim Trung,Thực Đơn Cơm Gia Đình 3 Món Miền Trung Mục LụcThực Đơn 1- Vịt kho măng- cá hanh nấu hành- Măng trộn thịt bòThực Đơn 2- Cá bống dừa kho- Canh bầu nấu hến- Bông bí nhồi tôm thịtThực Đơn 3- Cá trê nướng...,32930,Việt Thư,2011-06-09 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,,,,,
397,Các Món Gỏi Thông Dụng ,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img076.u547.d20160604.t163119.jpg,Nấu ăn,Nguyễn Trúc Chi,Các Món Gỏi Thông Dụng Cuốn sách này hướng dẫn bạn cách làm một số món gỏi thông dụng: Gỏi dồi trường; Gỏi ngó sen bao tử; Gỏi giò heo; Gỏi dưa hấu; Thịt heo tái chanh; Bò tái chanh; Bò tái me; Bê th...,30600,DNTN Văn Hóa Phẩm Xuân Hương,2012-03-15 00:00:00,14.5 x 20.5 cm ,Bìa mềm,127,Nhà Xuất Bản Tổng hợp TP.HCM,,,,
398,Từ Niềm Đam Mê Nấu Ăn,https://salt.tikicdn.com/cache/280x280/media/catalog/product/t/u/tu-niem-dam-me-nau-an.jpg,Nấu ăn,Ngô Thanh Hòa,"Từ Niềm Đam Mê Nấu Ăn ""Một năm trước, sau bao năm tháng xa gia đình, tôi trở về Sài Gòn với một mong ước thật đơn giản: được sống gần gũi ba má tôi vốn đã lớn tuổi và hy vọng có cơ hội làm việc trong...",230300,Phương Nam Book,2014-07-20 00:00:00,20 x 25.5 cm,,225,,,,,
399,72 Món Gỏi,https://salt.tikicdn.com/cache/280x280/media/catalog/product/0/7/073_1.jpg,Nấu ăn,Nguyễn Dzoãn Cẩm Vân,"    72 Món Gỏi Trong bữa tiệc và ngay cả trong bữa ǎn hàng ngày, gỏi là món ǎn được ưu thích. Với nguyên liệu chính là rau, quả, củ đi kèm chất đạm là thịt, cá, tôm, mực thêm ít đậu phộng và mè, và...",25740,Công Ty TNHH Văn Hóa Việt Thư,2011-09-05 07:00:00,14.5 x 20.5 cm,Bìa mềm,132,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
400,Nấu Ăn Thực Dưỡng Cơ Bản (Tái Bản 2020),https://salt.tikicdn.com/cache/280x280/ts/product/28/e1/9c/e4160d88e668ee85e91d104141ab6e2e.jpg,Nấu ăn,Julia Ferré,"Nấu Ăn Thực Dưỡng Cơ Bản (Tái Bản 2020)Nấu ăn tức là làm chín thức ăn, điều ấy rất dễ. Làm thế nào để bảo đảm chất lượng món ăn, tận dụng tối đa lợi ích của nó cho cơ thể là việc không đơn giản. Cuốn...",70000,Công ty TNHH TM & DV Văn Hóa Hương Trang,2020-02-01 00:00:00,14.5 x 20.5 cm,Bìa mềm,432,Nhà Xuất Bản Đà Nẵng,Lê Hà Lộc,,,
401,Sushi Và Xiên Nướng,https://salt.tikicdn.com/cache/280x280/ts/product/15/eb/31/20cebf1f185048175d6f16d3502ea643.JPG,Nấu ăn,Laure Kié,"Cùng với mì Ramen, Sushi được xem là biểu tượng của đất nước mặt trời mọc và chế biến sushi gần như là một môn nghệ thuật tại Nhật Bản. Cần ít nhất 10 năm để một người có thể trở thành nghệ nhân làm s...",60000,I Love Cookbooks,2019-01-05 00:00:00,17 x 24 cm,Bìa mềm,144,Nhà Xuất Bản Thế Giới,Hồng Nhung “Bake.It.Glamorous”,,,
402,Bếp Ấm Nhà Vui - Thương Món Ăn Nam Bộ,https://salt.tikicdn.com/cache/280x280/ts/product/9f/81/9b/f743199b3cdd89eafedf77d59c11be74.jpg,Nấu ăn,Lê Duy Niệm,"Cuốn sách là tập hợp những bài viết tản mản về nhiều món ăn đặc trưng của người dân Nam Bộ, đặc biệt là miền Tây. Qua những món ăn như ba khía, canh chua, chè kiểm, bánh ướt ngọt, khoai mì nước dừa cù...",89000,Alphabooks,2019-06-01 00:00:00,14 x 20.5 cm,Bìa mềm,212,,,,,
403,Nấu Ăn Thông Minh - Tập 1: Chúng Ta Ăn GÌ Mỗi Ngày?,https://salt.tikicdn.com/cache/280x280/ts/product/f7/d7/19/2511b2207c421c20267b77c8e74158a2.jpg,Nấu ăn,Nguyễn Quốc Thục Phương,"Hiểu biết về thực phẩm ngày càng trở nên quan trọng, đặc biệt khi đời sống hiện nay tồn tại nhiều mối nguy đáng lo ngại từ thực phẩm nhiễm bẩn đến các thông tin “vàng thau lẫn lộn” lan tràn. Bộ sách N...",120757,Alphabooks,2019-11-01 00:00:00,14 x 20.5 cm,Bìa mềm,156,Nhà Xuất Bản Thế Giới,,,,
404, 30 Công Thức Nấu Ăn Của YANNY-  Món Ăn Gia Đình,https://salt.tikicdn.com/cache/280x280/ts/product/f6/a2/cd/d1a16f30ba985482bb17218e1d4c0247.jpg,Nấu ăn,Yanny Đặng,"30 Công Thức Nấu Ăn Của YANNY-  Món Ăn Gia Đình Tác giả Yanny Đặng (Chuyên gia phát triển thực đơn dinh dưỡng, giáo viên bộ môn Chế biến thực phẩm Nhà Văn hóa Phụ Nữ Tp.HCM) nói về niềm vui khi “trổ ...",26950,Công Ty TNHH Văn Hóa Việt Thư,2015-12-18 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,Nhà Xuất Bản Hồng Đức,,,,
405,Thực Đơn Món Ăn Hàng Ngày -Tập 2,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img196_3.jpg,Nấu ăn,Triệu Thị Chơi,Mục lục:Thực đơn 1: Canh chua cá thác lácCải ngọt xào thịtCá lòng tong kho tiêu Thực đơn 2:Canh bầu nấu tômĐậu que xào thịtCá bống dừa kho tiêu Thực đơn 3:Canh mướp lòng gàThịt gà xào củ hànhĐậu hũ ...,29600,Công Ty TNHH Văn Hóa Việt Thư,2011-05-01 07:00:00,"14,5x20,5",Bìa mềm,63,,,,,
406,Việt Nam Miền Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/i/bia_vn-mien-ngon-02.u5131.d20170505.t121030.194486.jpg,Nấu ăn,LêRin,"Việt Nam Miền Ngon Là cuốn sách song ngữ Việt Anh về các món ăn Việt với minh họa màu sống động. Tác giả đã khéo léo lồng ghép cách chế biến (đơn giản) vào mỗi phần giới thiệu món ăn, người đọc dễ d...",99000,Thái Hà,2017-04-01 00:00:00,20 x 20 cm,Bìa mềm,129,Nhà Xuất Bản Lao Động,,2017,,
407,Eat Clean - Thực Đơn 14 Ngày Thanh Lọc Cơ Thể Và Giảm Cân (Có chữ ký),https://salt.tikicdn.com/cache/280x280/ts/product/7e/45/06/a0f195eaaacaaa1c2874e05bb4d2bf06.jpg,Nấu ăn,Quỳnh Nga,Cuốn sách chuyên sâu về EAT CLEAN đầu tiên tại Việt Nam - EAT CLEAN trào lưu ăn uống được yêu thích nhất hiện nay.Khi mức sống ngày càng được cải thiện thì cách ăn uống của chúng ta cũng có nhiều tha...,145000,I Love Cookbooks,,<p>16*24</p>,Bìa mềm,160,,,,,
408,Sách - Bánh Điểm Tâm (Bánh Bột Mì),https://salt.tikicdn.com/cache/280x280/ts/product/75/26/2c/e9fc4c0538a230bf9ebe07afc1413f8e.jpg,Nấu ăn,Ngọc Hương,       Nhà Cung Cấp: Cty Văn Hóa Việt Thư   Tác giả: Ngọc Hương   NXB: NXB Thời Đại   Năm XB: 2011   Trọng lượng: 180(gr)   Kích Thước: 20.5 x 14.5   Số trang: 72   Hình thức: Bìa Mềm   Gi...,21450,Công Ty TNHH Văn Hóa Việt Thư,,,Bìa mềm,72,Nhà Xuất Bản Thời Đại,,,,
409,Nấu Ăn Ngon - Món Ăn Hàng Ngày,https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/a/nau-an-ngon-mon-an-hang-ngay_1.jpeg,Nấu ăn,Cẩm Tuyết,Nấu Ăn Ngon - Món Ăn Hàng Ngày Mục lụcMón rau Bí xào tỏi Cà bát hấp Rau củ xào tôm Rau muống xào Nấm rơm đúc trứng...Món canh Canh khoai mỡ Canh rau ngót nấu tôm Canh bông bí nấu tôm Canh cải chua th...,28860,Công Ty TNHH Văn Hóa Việt Thư,2012-01-15 00:00:00,14.5 x 20.5 cm,Bìa mềm,64,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
410,Các Món Chè Và Bánh Truyền Thống,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img453.u335.d20160804.t134123.134900.jpg,Nấu ăn,Vân Anh (biên soạn),"Các Món Chè Và Bánh Truyền Thống Cuốn sách sẽ giúp các bạn hoàn thành những món chè và bánh truyền thống ngon nhất của cả 3 miền Bắc - Trung - Nam, để cả gia đình cùng thưởng thức: - Chè ngũ sắc - ...",19500,Huy Hoàng Bookstore,2016-08-04 00:00:00,11 x 18 cm,Bìa mềm,146,,,,,
411,30 Món Ăn Ngày Thường (Tập 1),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img786.u2487.d20160604.t163755.jpg,Nấu ăn,Nguyễn Thị Phụng,"30 Món Ăn Ngày Thường (Tập 1)  Cuốn sách 30 Món Ăn Ngày Thường (Tập 1) giới thiệu và hướng dẫn những món ăn ngày thường, như: 1. Lưỡi heo nấu đậu 2. Ragu sườn heo 3. Thịt dồn cà chua 4. Xíu mại t...",31160,DNTN Văn Hóa Phẩm Xuân Hương,2015-12-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,,,,,
412,Sách - MOCKTAIL 210 công thức pha chế mocktail tuyệt đỉnh,https://salt.tikicdn.com/cache/280x280/ts/product/1c/25/70/399bd6ab5555cea1388c37badc5f5554.jpg,Nấu ăn,Sharmila Chand,       MOCKTAIL   Tác giả: Sharmila Chand   Bìa mềm   Số trang: 180 trang   Khổ: 17x21cm   Giá bìa: 159.000đ   Thương hiệu sách I love Cookbook   Nhà xuất bản Thế Giới   Ngày phát hành: 26...,123000,I Love Cookbooks,,,,180,Nhà Xuất Bản Thế Giới,,,,
413,Món Ăn Cho Bà Mẹ Sau Sinh,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img762_5.jpg,Nấu ăn,Mai Oanh,"Món Ăn Cho Bà Mẹ Sau Sinh Chuẩn bị thức ăn cho sản phụ sau sinh cần chú trọng để phục hồi thể lực người; tăng tiết và đảm bảo chất lượng sữa. Cuốn sách giới thiệu cách chế biến những món ăn ngon, đầy...",21450,Công Ty TNHH Văn Hóa Việt Thư,2015-06-30 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,Nhà Xuất Bản Thời Đại,,,,
414,Những Món Cơm Đặc Sắc (Tái Bản),https://salt.tikicdn.com/cache/280x280/media/catalog/product/n/h/nhung-mon-com-dac-sac_1.jpeg,Nấu ăn,Chi Mai ( biên soạn), Những Món Cơm Đặc Sắc Mục Lục: Cơm chiên trứng 3 màu Cơm chiên thịt bò cà chua Cơm chiên thịt bò ớt chuông Cơm chiên chà bông Cơm chiên thịt vịt quay Cơm chiên thịt gà Cơm chiên cá hộp Cơm ...,24200,Công Ty TNHH Văn Hóa Việt Thư,2011-01-15 00:00:00,17.5 x 19 cm,Bìa mềm,72,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
415,30 Món Chay Giàu Dinh Dưỡng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img178_2.jpg,Nấu ăn,Lý Ngân Hoán,Mục lục: Trứng xào rau thập cẩm Mì căn xào cải lăn Khổ qua nhồi nhân Củ sen xào mướp Canh bát bửu Xúp bí đao Su su nấu nấm tuyết Chè khoai môn bột sáng  Chè củ năng dưa gang  ......,29600,Công Ty TNHH Văn Hóa Việt Thư,2011-02-16 00:00:00,14.5 x 20.5 cm,Bìa mềm,63,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
416,Các Món Ăn Thông Dụng,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/a/cac-mon-an-thong-dung.jpg,Nấu ăn,Triệu Thị Chơi,"Các Món Ăn Thông Dụng Các Món Ăn Thông Dụng giới thiệu các món ăn thông dụng, phổ biến trong thực đơn nấu ăn gia đình, hướng dẫn bạn cách chế biến những món ăn đơn giản. Với sự hướng dẫn một cách cụ...",23100,Công Ty TNHH Văn Hóa Việt Thư,2013-03-31 00:00:00,14.5 x 20.5 cm,Bìa mềm,176,Nhà Xuất Bản Văn Hoá Thông Tin,,,,
417,200 Bữa Sáng Ngon,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img374_11.jpg,Nấu ăn,Nguyễn Viên Chi,"200 Bữa Sáng Ngon Ẩm thực là tiếng nói chung của tất cả mọi người về màu sắc, hương vị và cảm xúc. Mỗi một món ăn không chỉ đơn thuần là công thức chế biến mà còn là câu chuyện văn hóa. Những bí quyế...",48000,Tân Việt,2015-05-15 00:00:00,13 x 20.5 cm ,Bìa mềm,249,Nhà Xuất Bản Hà Nội,,,,
418,Sách The Keto Cure - Thực dưỡng đúng cách để có một cơ thể khỏe và đẹp,https://salt.tikicdn.com/cache/280x280/ts/product/8a/44/87/b19a2212c4f3be6162c4cbf9d86da2bc.jpg,Nấu ăn,nhieu tac gia,Sách The Keto Cure - Thực dưỡng đúng cách để có một cơ thể khỏe và đẹpNhững gì được viết ở đây hoàn toàn dựa trên các kiến thức thực hành dựa trên cơ sở khoa học về dinh dưỡng cập nhật nhất...,183000,Công ty CP Đầu tư và Phát triển giáo dục quốc tế Á Châu,,,Bìa mềm,,Nhà Xuất Bản Lao Động Xã Hội,,Tiếng Việt,,
