,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
498,Học Tốt Tiếng Anh Để Tham Gia Các Kì Thi Quốc Tế Dành Cho Học Sinh Tiểu Học - Movers,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img606.u2487.d20160531.t131742.jpg,Tiếng Trung,Học Tốt Tiếng Anh Để Tham Gia Các Kì Thi Quốc Tế Dành Cho Học Sinh Tiểu Học - Movers Cuốn sách Học Tốt Tiếng Anh Để Tham Gia Các Kì Thi Quốc Tế Dành Cho Học Sinh Tiểu Học - Movers do trường Đại học C...,32500.0,17 x 24 cm,80.0,Ngọc Lam - Ngọc Thanh,,,,,Học Tốt Tiếng Anh Để Tham Gia Các Kì Thi Quốc Tế Dành Cho Học Sinh Tiểu Học - Movers,https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img606.u2487.d20160531.t131742.jpg,Tiếng Trung,Ngọc Lam - Ngọc Thanh,Học Tốt Tiếng Anh Để Tham Gia Các Kì Thi Quốc Tế Dành Cho Học Sinh Tiểu Học - Movers Cuốn sách Học Tốt Tiếng Anh Để Tham Gia Các Kì Thi Quốc Tế Dành Cho Học Sinh Tiểu Học - Movers do trường Đại học C...,32500.0,Công Ty CP Văn Hóa Nhân Văn,2010-09-30 00:00:00,Bìa mềm,80.0,Nhà Xuất Bản Giáo Dục Việt Nam,17 x 24 cm,,
499,Từ Điển Hán Việt Cho Người Mới Học,https://salt.tikicdn.com/cache/280x280/ts/product/ae/1e/1c/ed01595dc0fc98ee9d7f829908264787.png,Tiếng Trung,"     “Từ điển Hán Việt cho người mới học” được biên soạn dành cho người bắt đầu học tiếng Hoa.     Cuốn từ điển này chọn lọc kỹ hơn 1000 từ có tần số sử dụng cao nhất trong đời sống hàng ngày, phân t...",28500.0,,112.0,Trương Văn Giới - Lê Khắc Kiều Lục,,,,,Từ Điển Hán Việt Cho Người Mới Học,https://salt.tikicdn.com/cache/280x280/ts/product/ae/1e/1c/ed01595dc0fc98ee9d7f829908264787.png,Tiếng Trung,Trương Văn Giới - Lê Khắc Kiều Lục,"     “Từ điển Hán Việt cho người mới học” được biên soạn dành cho người bắt đầu học tiếng Hoa.     Cuốn từ điển này chọn lọc kỹ hơn 1000 từ có tần số sử dụng cao nhất trong đời sống hàng ngày, phân t...",28500.0,Công ty TNHH Bình Phúc,2014-06-30 08:00:00,Bìa mềm,112.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,,,
500,Hán Việt Tự Điển (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/73/e8/fd/365e76753dd511a4f6018202acf7d186.jpg,Tiếng Trung,Hán Việt Tự Điển (Tái Bản)Chữ giản thể và dị thểPhiên âm Bắc KinhBảng tra chữ theo âm Hán ViệtBảng tra chữ theo âm Bắc Kinh...,168000.0,<p>14.5 x 20.5 cm</p>,1304.0,Thiều Chửu,,,,,Hán Việt Tự Điển (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/73/e8/fd/365e76753dd511a4f6018202acf7d186.jpg,Tiếng Trung,Thiều Chửu,Hán Việt Tự Điển (Tái Bản)Chữ giản thể và dị thểPhiên âm Bắc KinhBảng tra chữ theo âm Hán ViệtBảng tra chữ theo âm Bắc Kinh...,168000.0,Nhà sách Minh Thắng,2017-02-02 15:29:57,Bìa cứng,1304.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,<p>14.5 x 20.5 cm</p>,,
501,Từ Điển Hán Việt - Việt Hán Hiện Đại 2 Trong 1,https://salt.tikicdn.com/cache/280x280/ts/product/58/80/1e/507d16406560e3bd76b873054977aed8.png,Tiếng Trung,"Để đáp ứng nhu cầu có công cụ đối chiếu hai ngôn ngữ Việt – Hán, chúng tôi đã biên soạn hai cuốn từ điển loại bỏ túi “Từ điển Hán – Việt hiện đại” và “Từ điển Việt – Hán hiện đại” đã được bạn đọc đón ...",245000.0,,1576.0,Trương Văn Giới - Lê Khắc Kiều Lục,,,,,Từ Điển Hán Việt - Việt Hán Hiện Đại 2 Trong 1,https://salt.tikicdn.com/cache/280x280/ts/product/58/80/1e/507d16406560e3bd76b873054977aed8.png,Tiếng Trung,Trương Văn Giới - Lê Khắc Kiều Lục,"Để đáp ứng nhu cầu có công cụ đối chiếu hai ngôn ngữ Việt – Hán, chúng tôi đã biên soạn hai cuốn từ điển loại bỏ túi “Từ điển Hán – Việt hiện đại” và “Từ điển Việt – Hán hiện đại” đã được bạn đọc đón ...",245000.0,Công ty TNHH Giáo Dục Hải Hà,2015-10-30 10:59:07,Bìa cứng,1576.0,Nhà Xuất Bản Khoa Học Xã Hội,,,
502,Từ Điển Hán Việt Cho Người Mới Học,https://salt.tikicdn.com/cache/280x280/ts/product/1a/15/a6/9580abee0ad4fb0ec405867b85a47485.png,Tiếng Trung,""" Từ điển Hán Việt cho người mới học"" được biên soạn dành cho người mới bắt đầu học tiếng Hoa. Cuốn từ điển này chọn lọc hơn 1000 từ có tần số sử du5ngcao nhất trong đời sống hàng ngày, phân thành 4 c...",29000.0,<p>14*20cm</p>,112.0,Trương Văn Giới,,,,,Từ Điển Hán Việt Cho Người Mới Học,https://salt.tikicdn.com/cache/280x280/ts/product/1a/15/a6/9580abee0ad4fb0ec405867b85a47485.png,Tiếng Trung,Trương Văn Giới,""" Từ điển Hán Việt cho người mới học"" được biên soạn dành cho người mới bắt đầu học tiếng Hoa. Cuốn từ điển này chọn lọc hơn 1000 từ có tần số sử du5ngcao nhất trong đời sống hàng ngày, phân thành 4 c...",29000.0,-,2014-03-18 16:26:54,Bìa mềm,112.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,<p>14*20cm</p>,,
503,Từ Điển Hán - Việt Cho Người Mới Học,https://salt.tikicdn.com/cache/280x280/ts/product/21/09/44/b2c774f01c284156913ee0cd361e5af1.jpg,Tiếng Trung,"“Từ điển Hán Việt cho người mới học” được biên soạn dành cho người bắt đầu học tiếng Hoa.Cuốn từ điển này chọn lọc kỹ hơn 1000 từ có tần số sử dụng cao nhất trong đời sống hàng ngày, phân thành 4 chủ...",24600.0,14.5 x 20.5 cm,111.0,Nhiều Tác Giả,,,,,Từ Điển Hán - Việt Cho Người Mới Học,https://salt.tikicdn.com/cache/280x280/ts/product/21/09/44/b2c774f01c284156913ee0cd361e5af1.jpg,Tiếng Trung,Nhiều Tác Giả,"“Từ điển Hán Việt cho người mới học” được biên soạn dành cho người bắt đầu học tiếng Hoa.Cuốn từ điển này chọn lọc kỹ hơn 1000 từ có tần số sử dụng cao nhất trong đời sống hàng ngày, phân thành 4 chủ...",24600.0,Nhà Sách Hải Hà,2014-04-01 00:00:00,Bìa cứng,111.0,Nhà Xuất Bản Đại Học Sư Phạm TPHCM,14.5 x 20.5 cm,,
504,Từ Điển Việt - Hoa Thông Dụng (2016),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img449.u547.d20160818.t105306.914413.jpg,Tiếng Trung,"Từ Điển Việt - Hoa Thông Dụng 1. Từ điển được sắp xếp theo thứ tự mẫu âm Việt ngữ: A, Ă, Â, B, C... 2. Một âm Việt thường có nhiều nghĩa thì đánh số thứ tự 1, 2, 3,...; Mỗi nghĩa cũng đều được dịch ...",47200.0,10.5 x 15.5 cm ,1087.0,Khổng Đức,,,,,Từ Điển Việt - Hoa Thông Dụng (2016),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img449.u547.d20160818.t105306.914413.jpg,Tiếng Trung,Khổng Đức,"Từ Điển Việt - Hoa Thông Dụng 1. Từ điển được sắp xếp theo thứ tự mẫu âm Việt ngữ: A, Ă, Â, B, C... 2. Một âm Việt thường có nhiều nghĩa thì đánh số thứ tự 1, 2, 3,...; Mỗi nghĩa cũng đều được dịch ...",47200.0,Công ty TNHH TM & DV Văn Hóa Hương Trang,2016-08-18 00:00:00,Bìa mềm,1087.0,Nhà Xuất Bản Đà Nẵng,10.5 x 15.5 cm ,,
505,Hán Việt Tự Điển (Bìa Cứng Tái Bản Lần 1-2020),https://salt.tikicdn.com/cache/280x280/ts/product/25/d9/37/505b63d3e16733c00995cadc5f6c31f1.jpg,Tiếng Trung,Hán Việt Tự Điển (Tái Bản)Cuốn sách bao gồm nhiều nội dung hấp dẫn như:- Chữ giản thể và dị thể.- Phiên âm Bắc Kinh.- Bảng tra chữ theo âm Hán- Việt.- Bảng tra chữ theo âm Bắc Kinh.Với nội dun...,160000.0,14.5 x 20.5 cm,1286.0,Thiều Chửu,,,,,Hán Việt Tự Điển (Bìa Cứng Tái Bản Lần 1-2020),https://salt.tikicdn.com/cache/280x280/ts/product/25/d9/37/505b63d3e16733c00995cadc5f6c31f1.jpg,Tiếng Trung,Thiều Chửu,Hán Việt Tự Điển (Tái Bản)Cuốn sách bao gồm nhiều nội dung hấp dẫn như:- Chữ giản thể và dị thể.- Phiên âm Bắc Kinh.- Bảng tra chữ theo âm Hán- Việt.- Bảng tra chữ theo âm Bắc Kinh.Với nội dun...,160000.0,Nhà sách Minh Thắng,2020-01-01 00:00:00,Bìa cứng,1286.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,14.5 x 20.5 cm,,
506,Tự Điển Hán Việt Hán Ngữ Cổ Đại Và Hiện Đại (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/a2/b8/71/8dc29e61f3a36125e1e4cf526b4e1bd8.jpg,Tiếng Trung,"Khoảng 12.000 mục từ đơn gồm cả cổ Hán ngữ và Hán ngữ hiện đại, được xếp theo 214 bộ thủ truyền thống.Chữ Hán được trình bày với dạng phồn thể và giản thể, có ghi cả âm Hán Việt lẫn âm Bắc Kinh, được...",332500.0,14.5 x 21 cm,1448.0,Trần Văn Chánh,,,,,Tự Điển Hán Việt Hán Ngữ Cổ Đại Và Hiện Đại (Tái Bản),https://salt.tikicdn.com/cache/280x280/ts/product/a2/b8/71/8dc29e61f3a36125e1e4cf526b4e1bd8.jpg,Tiếng Trung,Trần Văn Chánh,"Khoảng 12.000 mục từ đơn gồm cả cổ Hán ngữ và Hán ngữ hiện đại, được xếp theo 214 bộ thủ truyền thống.Chữ Hán được trình bày với dạng phồn thể và giản thể, có ghi cả âm Hán Việt lẫn âm Bắc Kinh, được...",332500.0,VanLangBooks,2021-03-01 00:00:00,Bìa cứng,1448.0,Nhà Xuất Bản Hồng Đức,14.5 x 21 cm,,
507,Từ Điển Việt - Hán Hiện Đại,https://salt.tikicdn.com/cache/280x280/ts/product/48/49/bd/e87177194240f1d52128815ec904add7.jpg,Tiếng Trung,"Nội dung của trang Tiểu từ điển Việt-Hán này giải nghĩa gần với tiếng Hoa hiện đại, cho nên phần giải nghĩa dùng chữ giản thể. Tuy số lượng từ không lớn lắm nhưng là từ điển Việt Hán thật sự chứ không...",150000.0,16 x 10 cm,1438.0,"Lê Khắc Kiều Lục,Trương Văn Giới",,,,,Từ Điển Việt - Hán Hiện Đại,https://salt.tikicdn.com/cache/280x280/ts/product/48/49/bd/e87177194240f1d52128815ec904add7.jpg,Tiếng Trung,"Lê Khắc Kiều Lục,Trương Văn Giới","Nội dung của trang Tiểu từ điển Việt-Hán này giải nghĩa gần với tiếng Hoa hiện đại, cho nên phần giải nghĩa dùng chữ giản thể. Tuy số lượng từ không lớn lắm nhưng là từ điển Việt Hán thật sự chứ không...",150000.0,Nhà Sách Hải Hà,2018-10-01 00:00:00,Bìa mềm,1438.0,Nhà Xuất Bản Khoa Học Xã Hội,16 x 10 cm,,
508,HÁN - VIỆT Từ Điển,https://salt.tikicdn.com/cache/280x280/ts/product/d5/51/bc/b4344c46b19984077c741e779093cd4f.jpg,Tiếng Trung,"""Từ điển Hán - Việt"" là tài liệu tham khảo cần thiết đối với những người học và sử dụng tiếng Trung Quốc. Cuốn từ cung cấp một khối lượng từ phong phú, đa dạng. Trong đó đa phần là các từ hiện đại, đư...",336000.0,<p>19 x 27 cm</p>,958.0,Đào Duy Anh,,,,,HÁN - VIỆT Từ Điển,https://salt.tikicdn.com/cache/280x280/ts/product/d5/51/bc/b4344c46b19984077c741e779093cd4f.jpg,Tiếng Trung,Đào Duy Anh,"""Từ điển Hán - Việt"" là tài liệu tham khảo cần thiết đối với những người học và sử dụng tiếng Trung Quốc. Cuốn từ cung cấp một khối lượng từ phong phú, đa dạng. Trong đó đa phần là các từ hiện đại, đư...",336000.0,Công ty TNHH TM & DV Văn Hóa Hương Trang,,Bìa cứng,958.0,Nhà Xuất Bản Hồng Đức,<p>19 x 27 cm</p>,,
509,Từ Điển Việt - Hán Hiện Đại - Bỏ Túi,https://salt.tikicdn.com/cache/280x280/ts/product/d8/ee/da/cb3256561b5779f4a6a88f3257094d54.png,Tiếng Trung,"Nhằm đáp ứng nhu cầu tra cứu từ Việt sang Hán của người học tiếng Hoa, nhất là để phục vụ cho đối tượng học sinh, sinh viên, nhà sách Hải Hà xin trân trọng giới thiệu đến các bạn quyển TỪ ĐIỂN VIỆT – ...",130000.0,,1442.0,Trương Văn Giới - Lê Khắc Kiều Lục,,,,,Từ Điển Việt - Hán Hiện Đại - Bỏ Túi,https://salt.tikicdn.com/cache/280x280/ts/product/d8/ee/da/cb3256561b5779f4a6a88f3257094d54.png,Tiếng Trung,Trương Văn Giới - Lê Khắc Kiều Lục,"Nhằm đáp ứng nhu cầu tra cứu từ Việt sang Hán của người học tiếng Hoa, nhất là để phục vụ cho đối tượng học sinh, sinh viên, nhà sách Hải Hà xin trân trọng giới thiệu đến các bạn quyển TỪ ĐIỂN VIỆT – ...",130000.0,Công ty TNHH Giáo Dục Hải Hà,2018-10-18 08:45:24,,1442.0,Nhà Xuất Bản Khoa Học Xã Hội,,,
510,Từ Điển HSK giao tiếp tập 1  (HSK1234) - Phiên bản mới 2019,https://salt.tikicdn.com/cache/280x280/ts/product/b8/e0/00/92c9434c33f89d660bc983ccc21625e6.png,Tiếng Trung,"Từ Điển HSK - Giao Tiếp (Tập 1 - HSK1234)Với xu thế phát triển của ngôn ngữ Trung và tầm quan trọng của nó trong việc phát triển cơ hội công việc của người Việt Nam.Thầy Nhật Phạm, giám đốc Trung tâm...",160000.0,,472.0,Nhật Phạm,,,,,Từ Điển HSK giao tiếp tập 1  (HSK1234) - Phiên bản mới 2019,https://salt.tikicdn.com/cache/280x280/ts/product/b8/e0/00/92c9434c33f89d660bc983ccc21625e6.png,Tiếng Trung,Nhật Phạm,"Từ Điển HSK - Giao Tiếp (Tập 1 - HSK1234)Với xu thế phát triển của ngôn ngữ Trung và tầm quan trọng của nó trong việc phát triển cơ hội công việc của người Việt Nam.Thầy Nhật Phạm, giám đốc Trung tâm...",160000.0,NPBOOKS,2019-02-28 18:09:15,Bìa mềm,472.0,Nhà Xuất Bản Thanh Niên,,,
511,Thương Hải (Tập 6),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img681.u2487.d20160602.t144101.jpg,Tiếng Trung,"Thương Hải (Tập 6) Thương Hải được xem là tác phẩm võ hiệp kinh điển, tình tiết diễn ra tiếp sau Côn Luân. Tiếp nối thế giới đã được tạo ra từ Côn Luân, Phượng Ca đã hư cấu ra một thế giới kỳ ảo mới ...",57600.0,14 x 20 cm,375.0,Phượng Ca,,,,,Thương Hải (Tập 6),https://salt.tikicdn.com/cache/280x280/media/catalog/product/i/m/img681.u2487.d20160602.t144101.jpg,Tiếng Trung,Phượng Ca,"Thương Hải (Tập 6) Thương Hải được xem là tác phẩm võ hiệp kinh điển, tình tiết diễn ra tiếp sau Côn Luân. Tiếp nối thế giới đã được tạo ra từ Côn Luân, Phượng Ca đã hư cấu ra một thế giới kỳ ảo mới ...",57600.0,Công Ty CP Văn Hóa Nhân Văn,2011-09-30 00:00:00,Bìa mềm,375.0,,14 x 20 cm,,
512,Từ Điển Thuật Ngữ Ngoại Thương Hán-Việt,https://salt.tikicdn.com/cache/280x280/ts/product/29/03/75/c6b151f2067435c3c06a13e6951a8c87.jpg,Tiếng Trung,Từ Điển Thuật Ngữ Ngoại Thương Hán-Việt (Bìa Cứng)Trong xu hướng hội nhập quốc tế hiện nay hoạt động thương mại quốc tế là hoạt động sôi nổi nhất. Trung Quốc đang là nhà máy của thế giới vị thế hoạt ...,196000.0,14.5 x 20.5 cm,1102.0,"Lê Khắc Kiều Lục,Trương Văn Giới",,,,,Từ Điển Thuật Ngữ Ngoại Thương Hán-Việt,https://salt.tikicdn.com/cache/280x280/ts/product/29/03/75/c6b151f2067435c3c06a13e6951a8c87.jpg,Tiếng Trung,"Lê Khắc Kiều Lục,Trương Văn Giới",Từ Điển Thuật Ngữ Ngoại Thương Hán-Việt (Bìa Cứng)Trong xu hướng hội nhập quốc tế hiện nay hoạt động thương mại quốc tế là hoạt động sôi nổi nhất. Trung Quốc đang là nhà máy của thế giới vị thế hoạt ...,196000.0,Nhà Sách Hải Hà,2008-04-01 00:00:00,Bìa cứng,1102.0,Nhà Xuất Bản Khoa Học Xã Hội,14.5 x 20.5 cm,,
513,Hán Việt Từ Điển - Đào Duy Anh,https://salt.tikicdn.com/cache/280x280/ts/product/eb/34/69/68bc570d7f5554ce802b7a461abd02da.jpg,Tiếng Trung,"Hán Việt Từ Điển hiện Quốc văn ta không có cái gì làm tiêu chuẩn và căn cứ, cho nên nghiên cứu rất khó, mà khó nhất lại là những chữ những lời mượn trong Hán tự, ý nghĩa rất hồn hàm phức tạp, không th...",470000.0,,958.0,Đào Duy Anh,,,,,Hán Việt Từ Điển - Đào Duy Anh,https://salt.tikicdn.com/cache/280x280/ts/product/eb/34/69/68bc570d7f5554ce802b7a461abd02da.jpg,Tiếng Trung,Đào Duy Anh,"Hán Việt Từ Điển hiện Quốc văn ta không có cái gì làm tiêu chuẩn và căn cứ, cho nên nghiên cứu rất khó, mà khó nhất lại là những chữ những lời mượn trong Hán tự, ý nghĩa rất hồn hàm phức tạp, không th...",470000.0,Công ty TNHH TM & DV Văn Hóa Hương Trang,2021-04-19 20:51:59,Bìa cứng,958.0,Nhà Xuất Bản Hồng Đức,,,
